ID Caso,ID Caso Relacionado,Año,Mes,Día,Código DANE de Municipio,Municipio,Departamento,Región,Modalidad,Presunto Responsable,Descripción Presunto Responsable,Abandono o Despojo Forzado de Tierras,Amenaza o Intimidación,Ataque Contra Misión Médica,Confinamiento o Restricción a la Movilidad,Desplazamiento Forzado,Extorsión,Lesionados Civiles,Pillaje,Tortura,Violencia Basada en Género,Otro Hecho Simultáneo,Total de Víctimas del Caso,Tipo de Armas,latitud-longitud
100649,CR030032,1998,1,25,25530,PARATEBUENO,CUNDINAMARCA,PIEDEMONTE LLANERO,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,1,1,0,0,1,1,0,0,2,,VENTA A BAJO PRECIO.,5,ARMA DE FUEGO,POINT (-73.241661397 4.368158959)
102446,,2007,10,17,27361,ISTMINA,CHOCO,VALLE DE SAN JUAN,ENGAÑO,GRUPO POSDESMOVILIZACIÓN,LOS RASTROJOS,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-77.00090737 4.586818665)
105517,,2005,12,7,44430,MAICAO,LA GUAJIRA,ALTA GUAJIRA,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-72.241861 11.378319)
105564,,2000,6,18,44430,MAICAO,LA GUAJIRA,ALTA GUAJIRA,SICARIATO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,3,0,0,,,4,ARMA DE FUEGO,POINT (-72.241861 11.378319)
105630,,2002,6,2,44430,MAICAO,LA GUAJIRA,ALTA GUAJIRA,SICARIATO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-72.29500818 11.38157764)
105646,,2002,8,6,44430,MAICAO,LA GUAJIRA,ALTA GUAJIRA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,1,,,4,ARMA DE FUEGO,POINT (-72.241861 11.378319)
106422,,1988,7,12,47001,SANTA MARTA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,RUTA,GRUPO PARAMILITAR,OTRO,0,0,0,0,0,0,0,0,1,,,5,ND,POINT (-73.88527855 11.12189436)
107728,CR036098,2002,3,7,47001,SANTA MARTA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-73.88527855 11.12189436)
108305,,1988,7,12,47189,CIENAGA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,RUTA,GRUPO PARAMILITAR,OTRO,1,1,0,0,1,0,0,0,2,,,5,ARMA DE FUEGO - OBJETO CONTUNDENTE,POINT (-74.02404322 10.76964718)
109656,,1995,5,21,47268,EL RETEN,MAGDALENA,CIENAGA GRANDE DE SANTA MARTA,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-74.268412 10.610445)
110073,,1993,2,5,47053,ARACATACA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,OTRO,0,0,0,0,0,0,0,0,1,,,5,ND,POINT (-73.87972257 10.64490877)
110860,,1997,12,31,47707,SANTA ANA,MAGDALENA,SUR DE MAGDALENA,DESCONOCIDA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,INTENTO DE OCULTAMIENTO DE CADÁVER,4,ND,POINT (-74.44419381 9.503097215)
111718,,2002,4,15,50001,VILLAVICENCIO,META,PIEDEMONTE LLANERO,SICARIATO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,5,ARMA DE FUEGO,POINT (-73.627486 4.127404)
11364,,1997,7,3,47189,CIENAGA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,RETÉN,GUERRILLA,ELN,0,0,0,0,0,0,0,0,2,,,4,ARMA CORTO PUNZANTE - OBJETO CONTUNDENTE,POINT (-74.02404322 10.76964718)
114972,,1988,11,5,50711,VISTAHERMOSA,META,ARIARI GUAYABERO,INTERCEPTACIÓN,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-73.66652234 2.811616698)
116780,,2000,5,23,52835,SAN ANDRES DE TUMACO,NARIÑO,ANDEN PACIFICO SUR,ATAQUE INDISCRIMINADO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-78.61540963 1.574550638)
117105,,2002,5,5,54001,CUCUTA,NORTE DE SANTANDER,AREA METROPOLITANA DE CUCUTA,SICARIATO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-72.508577 7.905613)
117745,,2002,9,16,54001,CUCUTA,NORTE DE SANTANDER,AREA METROPOLITANA DE CUCUTA,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,0,0,0,1,0,0,,,4,ARMA DE FUEGO,POINT (-72.508577 7.905613)
118230,,1999,11,3,54001,CUCUTA,NORTE DE SANTANDER,AREA METROPOLITANA DE CUCUTA,ATAQUE INDISCRIMINADO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,5,0,0,,SEÑALAMIENTO,5,ARMA DE FUEGO,POINT (-72.508577 7.905613)
122674,,2005,7,16,66001,PEREIRA,RISARALDA,EJE CAFETERO,DESCONOCIDA,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO - ASFIXIA MEC NICA,POINT (-75.79579093 4.803662773)
124357,CR046717,2002,5,9,68001,BUCARAMANGA,SANTANDER,PROVINCIA DE SOTO,ENGAÑO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-73.11156997 7.155833544)
124761,CR2017124761,1998,2,22,68081,BARRANCABERMEJA,SANTANDER,MAGDALENA MEDIO,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,0,1,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-73.78211646 7.054074558)
124971,,1996,7,13,68081,BARRANCABERMEJA,SANTANDER,MAGDALENA MEDIO,SICARIATO,GRUPO ARMADO NO IDENTIFICADO,PRESENCIA GAO SIN ATRIBUCIÓN,0,0,0,0,1,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-73.849313 7.064855)
125942,,2000,7,22,68081,BARRANCABERMEJA,SANTANDER,MAGDALENA MEDIO,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,1,0,0,,,4,ARMA DE FUEGO,POINT (-73.849313 7.064855)
126731,,1990,2,26,68190,CIMITARRA,SANTANDER,MAGDALENA MEDIO,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-74.17030427 6.40972961)
126828,,1982,10,17,68190,CIMITARRA,SANTANDER,MAGDALENA MEDIO,DESCONOCIDA,GRUPO PARAMILITAR,MUERTE A SECUESTRADORES (MAS),0,1,0,0,0,0,0,1,7,,,7,ND,POINT (-74.26552138 6.239058577)
12727,CR201712727,1998,10,26,86757,SAN MIGUEL,PUTUMAYO,BAJO PUTUMAYO,FALSO POSITIVO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,0,0,0,0,0,0,0,0,0,,,6,ARMA DE FUEGO,POINT (-76.84510459 0.272449048)
128227,CR046280,2000,11,12,68575,PUERTO WILCHES,SANTANDER,MAGDALENA MEDIO,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,2,0,0,,,4,ARMA DE FUEGO,POINT (-73.899068 7.349039)
128631,CR2017128631,2000,1,30,68655,SABANA DE TORRES,SANTANDER,MAGDALENA MEDIO,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,1,1,0,0,1,0,0,1,0,,ESTIGMATIZACIÓN/SEÑALAMIENTO,5,ARMA DE FUEGO,POINT (-73.57131807 7.4065422)
129857,,2003,11,8,70215,COROZAL,SUCRE,MORROSQUILLO Y SABANAS DE SUCRE,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,4,ND,POINT (-75.23858178 9.160624283)
129995,,2003,11,15,70235,GALERAS,SUCRE,MORROSQUILLO Y SABANAS DE SUCRE,ASALTO,GRUPO ARMADO NO DIRIMIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-74.89407735 9.126505993)
130239,,1998,11,2,70508,OVEJAS,SUCRE,MONTES DE MARIA,RUTA,GRUPO PARAMILITAR,NO IDENTIFICADO,1,0,0,0,0,0,0,0,0,,,4,ND,POINT (-75.18855916 9.549655271)
130742,CR2017130742,1996,12,4,70823,SAN JOSE DE TOLUVIEJO,SUCRE,MONTES DE MARIA,INCURSIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,1,1,0,0,1,0,0,1,12,,,12,ARMA DE FUEGO - MATERIAL INCENDIARIO,POINT (-75.44451115 9.490297716)
131982,,2003,11,4,73283,FRESNO,TOLIMA,NORTE DEL TOLIMA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DEL MAGDALENA MEDIO,0,0,0,0,0,0,0,0,2,,SEÑALAMIENTOS,5,ARMA DE FUEGO,POINT (-75.05228995 5.186694812)
133638,,1995,12,7,73870,VILLAHERMOSA,TOLIMA,NORTE DEL TOLIMA,ATAQUE INDISCRIMINADO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-75.15592969 4.965753461)
134262,,1995,4,9,76001,SANTIAGO DE CALI,VALLE DEL CAUCA,SUR DEL VALLE,ASALTO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,1,0,0,0,0,9,0,0,,,4,ARMA DE FUEGO,POINT (-76.57649259 3.399043723)
135113,,2003,2,10,76109,BUENAVENTURA,VALLE DEL CAUCA,ANDEN PACIFICO SUR,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,1,0,0,0,1,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-76.97519277 3.998361639)
136809,,2002,2,2,76275,FLORIDA,VALLE DEL CAUCA,SUR DEL VALLE,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-76.16477307 3.304104295)
137299,,2002,3,1,76520,PALMIRA,VALLE DEL CAUCA,SUR DEL VALLE,SICARIATO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,1,0,0,1,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-76.17071408 3.520515346)
138992,,1990,6,8,81220,CRAVO NORTE,ARAUCA,LLANOS ORIENTALES,ASALTO,GUERRILLA,ELN,0,0,0,0,0,0,0,1,0,,,4,ARMA DE FUEGO,POINT (-70.07381197 6.39654349)
139567,,1997,9,29,81736,SARAVENA,ARAUCA,SARARE,SICARIATO,GUERRILLA,FARC/ELN,0,1,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-71.872812 6.953926)
139942,,2007,10,23,81794,TAME,ARAUCA,SARARE,RETENCIÓN/EJECUCIÓN,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,5,,,5,ARMA DE FUEGO,POINT (-71.79178647 6.390650479)
142351,,1996,12,19,86568,PUERTO ASIS,PUTUMAYO,BAJO PUTUMAYO,RUTA,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,1,0,0,,,4,ARMA DE FUEGO - ARTEFACTO EXPLOSIVO,POINT (-76.52158203 0.433884539)
142497,,1999,5,10,86568,PUERTO ASIS,PUTUMAYO,BAJO PUTUMAYO,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,1,,,6,ARMA DE FUEGO,POINT (-76.52158203 0.433884539)
146874,,1990,11,17,05001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,RESISTENCIA A LA RETENCIÓN,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-75.578661 6.250063)
147289,,1997,12,15,05001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,3,,,4,ARMA DE FUEGO,POINT (-75.69003897 6.343340893)
147789,,1992,3,12,05045,APARTADO,ANTIOQUIA,URABA,DESCONOCIDA,GRUPO PARAMILITAR,NO IDENTIFICADO,1,1,0,0,1,0,0,0,0,,INTENTO DE RECLUTAMIENTO,7,ND,POINT (-76.625135 7.883257)
148318,,1997,11,1,05045,APARTADO,ANTIOQUIA,URABA,DESCONOCIDA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,1,0,0,0,0,0,0,2,,,6,ARMA DE FUEGO,POINT (-76.66883746 7.864565017)
149731,,1993,1,23,05138,CAÑASGORDAS,ANTIOQUIA,OCCIDENTE ANTIOQUEÑO,ENGAÑO,GRUPO ARMADO NO DIRIMIDO,NO APLICA,0,0,0,0,0,0,0,0,4,,,4,ARMA DE FUEGO,POINT (-76.03126526 6.921257492)
150107,,1996,0,0,05154,CAUCASIA,ANTIOQUIA,BAJO CAUCA ANTIOQUEÑO,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,BLOQUE CENTRAL BOLÍVAR,0,0,0,0,0,0,0,0,2,,,4,ARMA DE FUEGO,POINT (-75.03501824 7.867941792)
152261,,2000,1,23,05467,MONTEBELLO,ANTIOQUIA,SUROESTE ANTIOQUEÑO,FALSO POSITIVO,AGENTE DEL ESTADO - GRUPO PARAMILITAR,NO APLICA,0,0,0,0,0,0,0,0,2,,OCULTAMIENTO DE CADÁVER,4,ARMA DE FUEGO,POINT (-75.54635949 5.917729977)
156825,CR036021,1995,11,15,13001,CARTAGENA DE INDIAS,BOLIVAR,CANAL DEL DIQUE,RUTA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,1,0,0,0,0,1,0,0,,,6,ARMA DE FUEGO,POINT (-75.496269 10.385126)
157270,,1994,9,6,13244,EL CARMEN DE BOLIVAR,BOLIVAR,MONTES DE MARIA,RUTA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,1,1,0,0,1,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-75.03568842 9.582133841)
157579,,1996,5,30,13654,SAN JACINTO,BOLIVAR,MONTES DE MARIA,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DE CÓRDOBA Y URABÁ (ACCU),1,1,0,0,1,0,0,0,0,,,7,ARMA DE FUEGO,POINT (-75.2073624 9.80481703)
157739,,1998,6,24,13670,SAN PABLO,BOLIVAR,MAGDALENA MEDIO,RUTA,GRUPO PARAMILITAR,BLOQUE CENTRAL BOLÍVAR,0,0,0,0,0,0,0,0,5,,,5,ARMA DE FUEGO,POINT (-73.86338774 7.679542969)
157847,,1999,5,25,13744,SIMITI,BOLIVAR,MAGDALENA MEDIO,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,5,ARMA DE FUEGO,POINT (-74.01472201 7.845000908)
158895,,2002,4,27,18410,LA MONTAÑITA,CAQUETA,FLORENCIA Y AREA DE INFLUENCIA,RETENCIÓN/EJECUCIÓN,GUERRILLA,FARC,1,1,0,0,1,0,0,0,4,,,4,ARMA DE FUEGO,POINT (-75.32390944 1.223428359)
160518,CR021640,1999,6,20,20001,VALLEDUPAR,CESAR,SIERRA NEVADA DE SANTA MARTA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,5,,,5,ND,POINT (-73.49147102 10.2239374)
161485,,1996,11,23,20383,LA GLORIA,CESAR,MAGDALENA MEDIO,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,4,,,4,ARMA DE FUEGO,POINT (-73.63559006 8.611747185)
162360,,1989,11,10,23580,PUERTO LIBERTADOR,CORDOBA,ALTO SINU Y SAN JORGE,FALSO POSITIVO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-75.7795249 7.78160473)
162668,,1991,6,30,23855,VALENCIA,CORDOBA,URABA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,1,0,0,1,0,0,0,2,,,4,ARMA DE FUEGO,POINT (-76.17018321 8.175460769)
163072,,1986,8,3,25885,YACOPI,CUNDINAMARCA,MAGDALENA MEDIO,RUTA,GUERRILLA,FARC,0,1,0,0,1,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-74.38946399 5.594240312)
164085,,2000,12,5,44090,DIBULLA,LA GUAJIRA,SIERRA NEVADA DE SANTA MARTA,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,1,0,0,1,1,0,0,0,4,,,4,ARMA CORTO PUNZANTE - ARMA DE FUEGO,POINT (-73.43568788 11.09029715)
164509,,2006,4,2,44650,SAN JUAN DEL CESAR,LA GUAJIRA,SIERRA NEVADA DE SANTA MARTA,FALSO POSITIVO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-73.02923056 10.74742823)
170331,,1998,10,16,68081,BARRANCABERMEJA,SANTANDER,MAGDALENA MEDIO,ATAQUE INDISCRIMINADO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,6,ARMA DE FUEGO,POINT (-73.849313 7.064855)
172143,,1995,12,7,70708,SAN MARCOS,SUCRE,LA MOJANA,INTERCEPTACIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,1,0,0,0,1,0,0,0,,,5,ARMA DE FUEGO,POINT (-75.20848415 8.665102454)
172225,,1997,3,19,70713,SAN ONOFRE,SUCRE,MONTES DE MARIA,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,1,1,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-75.573028 9.897567531)
172612,CR016033,2000,1,21,73067,ATACO,TOLIMA,SUR DEL TOLIMA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,1,0,,,4,ND,POINT (-75.60687957 3.397816313)
174815,,2009,10,2,81736,SARAVENA,ARAUCA,SARARE,RETENCIÓN/EJECUCIÓN,GUERRILLA,ELN,0,0,0,0,0,0,0,0,5,,,5,ARMA DE FUEGO,POINT (-71.69737096 7.032627821)
177031,CR042069,1996,11,22,20001,VALLEDUPAR,CESAR,SIERRA NEVADA DE SANTA MARTA,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DE CÓRDOBA Y URABÁ (ACCU),1,0,0,0,1,0,1,0,1,,,7,ARMA DE FUEGO - OBJETO CONTUNDENTE,POINT (-73.18154931 10.55752179)
177169,CR2017177169,2001,10,26,73483,NATAGAIMA,TOLIMA,SUR DEL TOLIMA,INCURSIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,1,0,0,0,1,0,0,0,2,,OCULTAMIENTO DE CADÁVER,10,ARMA DE FUEGO - ARTEFACTO EXPLOSIVO,POINT (-75.093478 3.624858538)
177229,,2001,2,27,68271,FLORIAN,SANTANDER,PROVINCIA DE VELEZ,CITACIÓN,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DEL MAGDALENA MEDIO,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-73.97142307 5.804666368)
179433,,2001,8,14,52835,SAN ANDRES DE TUMACO,NARIÑO,ANDEN PACIFICO SUR,RUTA,GRUPO PARAMILITAR,BLOQUE CENTRAL BOLÍVAR,0,0,0,0,0,0,0,0,0,,SEÑALAMIENTO,6,ARMA DE FUEGO,POINT (-78.764073 1.807399)
181197,,1999,6,15,05690,SANTO DOMINGO,ANTIOQUIA,NORDESTE ANTIOQUEÑO,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,3,,,4,ARMA CORTO PUNZANTE - ARMA DE FUEGO - OBJETO CONTUNDENTE,POINT (-75.14260097 6.481044132)
181342,,2000,3,26,05893,YONDO,ANTIOQUIA,MAGDALENA MEDIO,INCURSIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,0,1,0,0,0,5,,,5,ARMA DE FUEGO,POINT (-74.15824041 6.925159318)
181507,CR2017181507,2005,4,6,13458,MONTECRISTO,BOLIVAR,LA MOJANA,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,1,1,0,0,1,1,0,1,3,,OCULTAMIENTO DE CADÁVER,7,OBJETO CONTUNDENTE,POINT (-74.58612444 8.065312257)
182209,,2001,11,2,23001,MONTERIA,CORDOBA,ALTO SINU Y SAN JORGE,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,1,0,2,0,0,,VENTA A BAJO PRECIO,7,ARMA DE FUEGO,POINT (-75.875576 8.74513)
183845,CR013425,2001,5,21,13052,ARJONA,BOLIVAR,CANAL DEL DIQUE,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,6,ARMA DE FUEGO,POINT (-75.47583781 10.11920214)
184027,,2002,5,13,17524,PALESTINA,CALDAS,EJE CAFETERO,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,0,0,1,3,0,0,,,4,ARMA DE FUEGO,POINT (-75.70292865 5.111053843)
184609,,1988,4,19,50573,PUERTO LOPEZ,META,ALTILLANURA,RETENCIÓN/EJECUCIÓN,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,1,0,0,1,0,1,0,0,,,4,ARMA DE FUEGO,POINT (-73.04789452 4.056789254)
184670,,2002,3,16,54810,TIBU,NORTE DE SANTANDER,CATATUMBO,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,5,ARMA DE FUEGO,POINT (-72.79925855 8.713507237)
185200,,2001,5,26,20178,CHIRIGUANA,CESAR,SERRANIA DEL PERIJA,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,4,ND,POINT (-73.54797894 9.426648354)
18840,CR049009,2002,9,23,44430,MAICAO,LA GUAJIRA,ALTA GUAJIRA,FALSO POSITIVO,AGENTE DEL ESTADO - GRUPO PARAMILITAR,NO APLICA,0,0,0,0,0,0,1,0,0,,,4,ARMA DE FUEGO,POINT (-72.29500818 11.38157764)
205443,,2006,5,6,18205,CURILLO,CAQUETA,FLORENCIA Y AREA DE INFLUENCIA,ASALTO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,8,ARMA CORTO PUNZANTE - ARMA DE FUEGO,POINT (-75.97328452 1.115379292)
208520,,2004,7,1,85001,YOPAL,CASANARE,PIEDEMONTE LLANERO,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,1,0,0,0,0,0,1,4,,,4,ND,POINT (-72.25802857 5.242744761)
210267,,2000,9,24,05649,SAN CARLOS,ANTIOQUIA,ORIENTE ANTIOQUEÑO,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,1,0,0,0,0,,,4,ND,POINT (-74.90732769 6.193789659)
218398,,1989,11,13,20011,AGUACHICA,CESAR,MAGDALENA MEDIO,RETENCIÓN/EJECUCIÓN,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,1,0,0,0,0,0,0,0,,,4,ND,POINT (-73.60916412 8.38465545)
223435,CR2017223435,1992,9,14,17614,RIOSUCIO,CALDAS,EJE CAFETERO,RETENCIÓN/EJECUCIÓN,GRUPO ARMADO NO DIRIMIDO,NO APLICA,0,1,0,0,1,0,1,0,0,,,4,ND,POINT (-75.75220499 5.442275418)
227790,,1995,2,7,05044,ANZA,ANTIOQUIA,OCCIDENTE ANTIOQUEÑO,INTERCEPTACIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,1,,OCULTAMIENTO DE CADÁVER,5,ND,POINT (-75.91736927 6.293546613)
229638,CR2017229638,1996,11,17,20032,ASTREA,CESAR,SERRANIA DEL PERIJA,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,0,0,0,0,0,1,,,4,ARMA DE FUEGO,POINT (-73.975842 9.498062)
231678,,1996,10,4,20770,SAN MARTIN,CESAR,MAGDALENA MEDIO,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,1,0,,,4,ARMA DE FUEGO,POINT (-73.510914 7.999855)
232758,,1997,1,25,05490,NECOCLI,ANTIOQUIA,URABA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,1,0,0,0,0,8,,OCULTAMIENTO DE CADÁVER,8,ND,POINT (-76.67699588 8.493728551)
237259,CR2017237259,1998,8,9,68081,BARRANCABERMEJA,SANTANDER,MAGDALENA MEDIO,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,1,0,0,0,3,,,4,ARMA DE FUEGO,POINT (-73.76431517 6.940800534)
238207,,1998,10,25,05649,SAN CARLOS,ANTIOQUIA,ORIENTE ANTIOQUEÑO,INCURSIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,4,,,13,ARMA CORTO PUNZANTE - ARMA DE FUEGO,POINT (-74.90732769 6.193789659)
238244,CR2017238244,1998,10,30,13670,SAN PABLO,BOLIVAR,MAGDALENA MEDIO,RETÉN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,1,0,0,0,4,,INTENTO DE OCULTAMIENTO DE CADÁVER,4,ARMA CORTO PUNZANTE - OTRO,POINT (-74.10356977 7.507922612)
