DEPARTAMENTO,CIUDAD/MUNICIPIO,UNIDAD,TIPO UNIDAD,CODIGO_CUADRANTE,CUADRANTE,NUMERO_CELULAR_CUADRANTE
DEPARTAMENTO DE POLICIA CAUCA,SUCRE,ESTACION DE POLICIA SUCRE,ESTACION DE POLICIA SUCRE,DECAUMNVCCD03E08000000001,001,3216573471
DEPARTAMENTO DE POLICIA CAUCA,TIMBIQUI,ESTACION DE POLICIA TIMBIQUI,ESTACION DE POLICIA TIMBIQUI,DECAUMNVCCD06E03000000001,001,3218103784
DEPARTAMENTO DE POLICIA CAUCA,TORIBIO,ESTACION DE POLICIA TORIBIO,ESTACION DE POLICIA TORIBIO,DECAUMNVCCD02E05000000001,001,3147151174
DEPARTAMENTO DE POLICIA CAUCA,TOTORO,ESTACION DE POLICIA TOTORO,ESTACION DE POLICIA TOTORO,DECAUMNVCCD04E06000000001,001,3207618101
DEPARTAMENTO DE POLICIA CAUCA,VILLA RICA,ESTACION DE POLICIA VILLA RICA,ESTACION DE POLICIA VILLA RICA,DECAUMNVCCD07E06000000001,001,300
DEPARTAMENTO DE POLICIA CESAR,SAN ALBERTO,ESTACION DE  POLICIA SAN ALBERTO,ESTACION DE  POLICIA SAN ALBERTO,DECESMNVCCD02E04000000001,001,3174611021
DEPARTAMENTO DE POLICIA CESAR,ASTREA,ESTACION DE POLICIA  ASTREA,ESTACION DE POLICIA  ASTREA,DECESMNVCCD05E04000000001,001,3182225472
DEPARTAMENTO DE POLICIA CESAR,ASTREA,ESTACION DE POLICIA  ASTREA,SUBESTACION DE POLICIA ARJONA,DECESMNVCCD05E04S01000001,001,3216351559
DEPARTAMENTO DE POLICIA CESAR,AGUACHICA,ESTACION DE POLICIA AGUACHICA,CAI SAN PEDRO,DECESMNVCCD02E01C01000002,002,3153844920
DEPARTAMENTO DE POLICIA CESAR,AGUACHICA,ESTACION DE POLICIA AGUACHICA,CAI SAN PEDRO,DECESMNVCCD02E01C01000004,004,3186926514
DEPARTAMENTO DE POLICIA CESAR,AGUACHICA,ESTACION DE POLICIA AGUACHICA,CAI SAN PEDRO,DECESMNVCCD02E01C01000005,005,3186926493
DEPARTAMENTO DE POLICIA CESAR,AGUACHICA,ESTACION DE POLICIA AGUACHICA,CAI JOSE MARIA CAMPO SERRANO,DECESMNVCCD02E01C02000001,001,3157432072
DEPARTAMENTO DE POLICIA CESAR,AGUACHICA,ESTACION DE POLICIA AGUACHICA,CAI JOSE MARIA CAMPO SERRANO,DECESMNVCCD02E01C02000003,003,3154981469
DEPARTAMENTO DE POLICIA CESAR,AGUACHICA,ESTACION DE POLICIA AGUACHICA,CAI JOSE MARIA CAMPO SERRANO,DECESMNVCCD02E01C02000006,006,3186926489
DEPARTAMENTO DE POLICIA CESAR,AGUACHICA,ESTACION DE POLICIA AGUACHICA,CAI JOSE MARIA CAMPO SERRANO,DECESMNVCCD02E01C02000007,007,3045293062
DEPARTAMENTO DE POLICIA CESAR,AGUACHICA,ESTACION DE POLICIA AGUACHICA,CAI JOSE MARIA CAMPO SERRANO,DECESMNVCCD02E01C02000008,008,3045293061
DEPARTAMENTO DE POLICIA CESAR,BECERRIL,ESTACION DE POLICIA BECERRIL,ESTACION DE POLICIA BECERRIL,DECESMNVCCD03E02000000001,001,3174549694
DEPARTAMENTO DE POLICIA CESAR,BOSCONIA,ESTACION DE POLICIA BOSCONIA,ESTACION DE POLICIA BOSCONIA,DECESMNVCCD05E01000000001,001,3174553519
DEPARTAMENTO DE POLICIA CESAR,BOSCONIA,ESTACION DE POLICIA BOSCONIA,ESTACION DE POLICIA BOSCONIA,DECESMNVCCD05E01000000002,002,3174553001
DEPARTAMENTO DE POLICIA CESAR,CHIMICHAGUA,ESTACION DE POLICIA CHIMICHAGUA,ESTACION DE POLICIA CHIMICHAGUA,DECESMNVCCD05E03000000001,001,3182225874
DEPARTAMENTO DE POLICIA CESAR,CHIRIGUANA,ESTACION DE POLICIA CHIRIGUANA,ESTACION DE POLICIA CHIRIGUANA,DECESMNVCCD04E05000000001,001,3174574974
DEPARTAMENTO DE POLICIA CESAR,CODAZZI,ESTACION DE POLICIA CODAZZI,ESTACION DE POLICIA CODAZZI,DECESMNVCCD03E01000000001,001,3002802360
DEPARTAMENTO DE POLICIA CESAR,CODAZZI,ESTACION DE POLICIA CODAZZI,ESTACION DE POLICIA CODAZZI,DECESMNVCCD03E01000000002,002,3016010467
DEPARTAMENTO DE POLICIA CESAR,CODAZZI,ESTACION DE POLICIA CODAZZI,SUBESTACION DE POLICIA CASACARA,DECESMNVCCD03E01S01000001,001,3218171509
DEPARTAMENTO DE POLICIA CESAR,CURUMANI,ESTACION DE POLICIA CURUMANI,ESTACION DE POLICIA CURUMANI,DECESMNVCCD04E01000000001,001,3174558053
DEPARTAMENTO DE POLICIA CESAR,CURUMANI,ESTACION DE POLICIA CURUMANI,SUBESTACION DE POLICIA SAN ROQUE,DECESMNVCCD04E01S01000001,001,3043272418
DEPARTAMENTO DE POLICIA CESAR,CURUMANI,ESTACION DE POLICIA CURUMANI,SUBESTACION DE POLICIA LAS VEGAS,DECESMNVCCD04E01S02000001,001,3004991959
DEPARTAMENTO DE POLICIA CESAR,EL COPEY,ESTACION DE POLICIA EL COPEY,ESTACION DE POLICIA EL COPEY,DECESMNVCCD05E02000000001,001,3182226075
DEPARTAMENTO DE POLICIA CESAR,EL COPEY,ESTACION DE POLICIA EL COPEY,SUBESTACION DE POLICIA CHIMILA,DECESMNVCCD05E02S01000001,001,3212704239
DEPARTAMENTO DE POLICIA CESAR,EL COPEY,ESTACION DE POLICIA EL COPEY,SUBESTACION DE POLICIA CARACOLICITO,DECESMNVCCD05E02S02000001,001,3117401800
DEPARTAMENTO DE POLICIA CESAR,EL PASO,ESTACION DE POLICIA EL PASO,ESTACION DE POLICIA EL PASO,DECESMNVCCD05E05000000001,001,3182281115
DEPARTAMENTO DE POLICIA CESAR,EL PASO,ESTACION DE POLICIA EL PASO,SUBESTACION DE POLICIA LA LOMA,DECESMNVCCD05E05S01000001,001,3182162223
DEPARTAMENTO DE POLICIA CESAR,GAMARRA,ESTACION DE POLICIA GAMARRA,ESTACION DE POLICIA GAMARRA,DECESMNVCCD02E02000000001,001,3174602874
DEPARTAMENTO DE POLICIA CESAR,GAMARRA,ESTACION DE POLICIA GAMARRA,SUBESTACION DE POLICIA PUERTO MOSQUITO,DECESMNVCCD02E02S01000001,001,3234952861
DEPARTAMENTO DE POLICIA CESAR,GONZALEZ,ESTACION DE POLICIA GONZALEZ,ESTACION DE POLICIA GONZALEZ,DECESMNVCCD02E07000000001,001,3188560416
DEPARTAMENTO DE POLICIA CESAR,LA GLORIA,ESTACION DE POLICIA LA GLORIA,ESTACION DE POLICIA LA GLORIA,DECESMNVCCD02E03000000001,001,3174595027
DEPARTAMENTO DE POLICIA CESAR,LA GLORIA,ESTACION DE POLICIA LA GLORIA,SUBESTACION DE POLICIA LA MATA,DECESMNVCCD02E03S01000001,001,3147126390
DEPARTAMENTO DE POLICIA CESAR,LA JAGUA DE IBIRICO,ESTACION DE POLICIA LA JAGUA DE IBIRICO,ESTACION DE POLICIA LA JAGUA DE IBIRICO,DECESMNVCCD03E03000000001,001,3174590737
DEPARTAMENTO DE POLICIA CESAR,LA PAZ,ESTACION DE POLICIA LA PAZ,ESTACION DE POLICIA LA PAZ,DECESMNVCCD01E02000000001,001,3174563526
DEPARTAMENTO DE POLICIA CESAR,LA PAZ,ESTACION DE POLICIA LA PAZ,ESTACION DE POLICIA LA PAZ,DECESMNVCCD01E02000000002,002,3174568306
DEPARTAMENTO DE POLICIA CESAR,LA PAZ,ESTACION DE POLICIA LA PAZ,SUBESTACION DE POLICIA SAN JOSE DE ORIENTE,DECESMNVCCD01E02S01000001,001,3113834511
DEPARTAMENTO DE POLICIA CESAR,MANAURE,ESTACION DE POLICIA MANAURE,ESTACION DE POLICIA MANAURE,DECESMNVCCD01E03000000001,001,3174572800
DEPARTAMENTO DE POLICIA CESAR,PAILITAS,ESTACION DE POLICIA PAILITAS,ESTACION DE POLICIA PAILITAS,DECESMNVCCD04E04000000001,001,3174552631
DEPARTAMENTO DE POLICIA CESAR,PAILITAS,ESTACION DE POLICIA PAILITAS,SUBESTACION DE POLICIA EL BURRO,DECESMNVCCD04E04S01000001,001,3107471884
DEPARTAMENTO DE POLICIA CESAR,PELAYA,ESTACION DE POLICIA PELAYA,ESTACION DE POLICIA PELAYA,DECESMNVCCD04E02000000001,001,3174554989
DEPARTAMENTO DE POLICIA CESAR,PUEBLO BELLO,ESTACION DE POLICIA PUEBLO BELLO,ESTACION DE POLICIA PUEBLO BELLO,DECESMNVCCD01E05000000001,001,3174593378
DEPARTAMENTO DE POLICIA CESAR,RIO DE ORO,ESTACION DE POLICIA RIO DE ORO,ESTACION DE POLICIA RIO DE ORO,DECESMNVCCD02E06000000001,001,3174608722
DEPARTAMENTO DE POLICIA CESAR,RIO DE ORO,ESTACION DE POLICIA RIO DE ORO,SUBESTACION DE POLICIA LOS ANGELES,DECESMNVCCD02E06S01000001,001,3106943778
DEPARTAMENTO DE POLICIA CESAR,SAN DIEGO,ESTACION DE POLICIA SAN DIEGO,ESTACION DE POLICIA SAN DIEGO,DECESMNVCCD01E04000000001,001,3174573453
DEPARTAMENTO DE POLICIA CESAR,SAN DIEGO,ESTACION DE POLICIA SAN DIEGO,SUBESTACION DE POLICIA MEDIA LUNA,DECESMNVCCD01E04S01000001,001,3107078600
DEPARTAMENTO DE POLICIA CESAR,SAN MARTIN,ESTACION DE POLICIA SAN MARTIN,ESTACION DE POLICIA SAN MARTIN,DECESMNVCCD02E05000000001,001,3174598293
DEPARTAMENTO DE POLICIA CESAR,TAMALAMEQUE,ESTACION DE POLICIA TAMALAMEQUE,ESTACION DE POLICIA TAMALAMEQUE,DECESMNVCCD04E03000000001,001,3135837452
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,CAI SAN JUAQUIN,DECESMNVCCD01E01C01000001,001,3016335110
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,CAI HURTADO,DECESMNVCCD01E01C02000002,002,3016335679
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,CAI GOBERNACION,DECESMNVCCD01E01C03000003,003,3016381414
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,CAI EL CARMEN,DECESMNVCCD01E01C04000004,004,3016335589
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,CAI EL CARMEN,DECESMNVCCD01E01C04000005,005,3046379909
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,CAI EL CARMEN,DECESMNVCCD01E01C04000006,006,3046400901
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,CAI PRIMERO DE MAYO,DECESMNVCCD01E01C05000014,014,3046379905
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,CAI PRIMERO DE MAYO,DECESMNVCCD01E01C05000015,015,3015390552
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,CAI LOS MAYALES,DECESMNVCCD01E01C06000016,016,3046379918
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,CAI LOS MAYALES,DECESMNVCCD01E01C06000017,017,3046379906
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,CAI VALLEDUPAR,DECESMNVCCD01E01C07000018,018,3015390162
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,CAI VALLEDUPAR,DECESMNVCCD01E01C07000019,019,3046379916
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,CAI MERCABASTOS,DECESMNVCCD01E01C08000020,020,3004741991
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,CAI MERCABASTOS,DECESMNVCCD01E01C08000021,021,3016336389
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,CAI MERCABASTOS,DECESMNVCCD01E01C08000022,022,3046379913
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,CAI MERCABASTOS,DECESMNVCCD01E01C08000023,023,3046379917
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,CAI SABANAS DEL VALLE,DECESMNVCCD01E01C09000024,024,3016380187
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,CAI SABANAS DEL VALLE,DECESMNVCCD01E01C09000025,025,3016380072
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,CAI SABANAS DEL VALLE,DECESMNVCCD01E01C09000026,026,3046379903
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,CAI GARUPAL,DECESMNVCCD01E01C10000007,007,3016379891
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,CAI GARUPAL,DECESMNVCCD01E01C10000008,008,3046379923
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,CAI GARUPAL,DECESMNVCCD01E01C10000009,009,3046379920
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,CAI GARUPAL,DECESMNVCCD01E01C10000010,010,3004724212
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,CAI GARUPAL,DECESMNVCCD01E01C10000011,011,3015183665
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,CAI PEDREGOZA,DECESMNVCCD01E01C11000012,012,3046379924
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,CAI PEDREGOZA,DECESMNVCCD01E01C11000013,013,3016333066
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,SUBESTACION DE POLICIA ATANQUEZ,DECESMNVCCD01E01S13000001,001,3113362507
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,SUBESTACION DE POLICIA VILLA GERMANIA,DECESMNVCCD01E01S14000001,001,3118655924
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,SUBESTACION DE POLICIA MARIANGOLA,DECESMNVCCD01E01S15000001,001,3163367068
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,SUBESTACION DE POLICIA LOS VENADOS,DECESMNVCCD01E01S16000001,001,3146890413
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,SUBESTACION DE POLICIA AGUAS BLANCAS,DECESMNVCCD01E01S17000001,001,3122703458
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,SUBESTACION DE POLICIA VALENCIA DE JESUS,DECESMNVCCD01E01S18000001,001,3205786341
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,SUBESTACION DE POLICIA AZUCAR BUENA,DECESMNVCCD01E01S19000001,001,3147919860
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,SUBESTACION DE POLICIA PATILLAL,DECESMNVCCD01E01S20000001,001,3182226227
DEPARTAMENTO DE POLICIA CESAR,VALLEDUPAR,ESTACION DE POLICIA VALLEDUPAR,SUBESTACION DE POLICIA BADILLO,DECESMNVCCD01E01S21000001,001,3154249645
DEPARTAMENTO DE POLICIA CHOCO,ATRATO,ESTACION CARMEN DE ATRATO,ESTACION CARMEN DE ATRATO,DECHOMNVCCD01E04000000001,001,300
DEPARTAMENTO DE POLICIA CHOCO,ATRATO,ESTACION CARMEN DE ATRATO,SUBESTACION DE POLICIA EL SIETE,DECHOMNVCCD01E04S01000001,001,3000000000
DEPARTAMENTO DE POLICIA CHOCO,ALTO BAUDO (PIE DE PATO),ESTACION DE POLICIA ALTO BAUDO (PIE DE PATO),ESTACION DE POLICIA ALTO BAUDO (PIE DE PATO),DECHOMNVCCD04E05000000001,001,300
DEPARTAMENTO DE POLICIA CHOCO,ATRATO (YUTO),ESTACION DE POLICIA ATRATO (YUTO),ESTACION DE POLICIA ATRATO (YUTO),DECHOMNVCCD01E03000000001,001,300
DEPARTAMENTO DE POLICIA CHOCO,BAGADO,ESTACION DE POLICIA BAGADO,ESTACION DE POLICIA BAGADO,DECHOMNVCCD04E06000000001,001,300
DEPARTAMENTO DE POLICIA CHOCO,BAGADO,ESTACION DE POLICIA BAGADO,SUBESTACION DE POLICIA SAN MARINO,DECHOMNVCCD04E06S01000001,001,3000000000
DEPARTAMENTO DE POLICIA CHOCO,BAHIA SOLANO,ESTACION DE POLICIA BAHIA SOLANO,ESTACION DE POLICIA BAHIA SOLANO,DECHOMNVCCD03E01000000001,001,300
DEPARTAMENTO DE POLICIA CHOCO,BAHIA SOLANO,ESTACION DE POLICIA BAHIA SOLANO,SUBESTACION DE POLICIA EL VALLE,DECHOMNVCCD03E01S01000001,001,3000000000
DEPARTAMENTO DE POLICIA CHOCO,BAJO BAUDO (PIZARRO),ESTACION DE POLICIA BAJO BAUDO (PIZARRO),ESTACION DE POLICIA BAJO BAUDO (PIZARRO),DECHOMNVCCD03E03000000001,001,300
DEPARTAMENTO DE POLICIA CHOCO,BOJAYA,ESTACION DE POLICIA BOJAYA,ESTACION DE POLICIA BOJAYA,DECHOMNVCCD01E06000000001,001,300
DEPARTAMENTO DE POLICIA CHOCO,CANTON DE SAN PABLO (MANAGRU),ESTACION DE POLICIA CANTON DE SAN PABLO (MANAGRU),ESTACION DE POLICIA CANTON DE SAN PABLO (MANAGRU),DECHOMNVCCD04E04000000001,001,300
DEPARTAMENTO DE POLICIA CHOCO,CERTEGUI,ESTACION DE POLICIA CERTEGUI,ESTACION DE POLICIA CERTEGUI,DECHOMNVCCD04E03000000001,001,300
DEPARTAMENTO DE POLICIA CHOCO,CONDOTO,ESTACION DE POLICIA CONDOTO,ESTACION DE POLICIA CONDOTO,DECHOMNVCCD02E03000000001,001,300
DEPARTAMENTO DE POLICIA CHOCO,ISTMINA,ESTACION DE POLICIA ISTMINA,ESTACION DE POLICIA ISTMINA,DECHOMNVCCD02E01000000001,001,3174527787
DEPARTAMENTO DE POLICIA CHOCO,ISTMINA,ESTACION DE POLICIA ISTMINA,ESTACION DE POLICIA ISTMINA,DECHOMNVCCD02E01000000002,002,3174530940
DEPARTAMENTO DE POLICIA CHOCO,ISTMINA,ESTACION DE POLICIA ISTMINA,ESTACION DE POLICIA ISTMINA,DECHOMNVCCD02E01000000003,003,3174530957
DEPARTAMENTO DE POLICIA CHOCO,ISTMINA,ESTACION DE POLICIA ISTMINA,SUBESTACION DE POLICIA PIE DE PEPE,DECHOMNVCCD02E01S01000001,001,3000000000
DEPARTAMENTO DE POLICIA CHOCO,JURADO,ESTACION DE POLICIA JURADO,ESTACION DE POLICIA JURADO,DECHOMNVCCD03E04000000001,001,300
DEPARTAMENTO DE POLICIA CHOCO,LITORAL DEL SAN JUAN (DOCORDO),ESTACION DE POLICIA LITORAL DEL SAN JUAN (DOCORDO),ESTACION DE POLICIA LITORAL DEL SAN JUAN (DOCORDO),DECHOMNVCCD03E05000000001,001,300
DEPARTAMENTO DE POLICIA CHOCO,LLORO,ESTACION DE POLICIA LLORO,ESTACION DE POLICIA LLORO,DECHOMNVCCD01E07000000001,001,300
DEPARTAMENTO DE POLICIA CHOCO,MEDIO ATRATO (BETE),ESTACION DE POLICIA MEDIO ATRATO (BETE),ESTACION DE POLICIA MEDIO ATRATO (BETE),DECHOMNVCCD01E02000000001,001,300
DEPARTAMENTO DE POLICIA CHOCO,MEDIO BAUDO (PUERTO MELUK),ESTACION DE POLICIA MEDIO BAUDO (PUERTO MELUK),ESTACION DE POLICIA MEDIO BAUDO (PUERTO MELUK),DECHOMNVCCD02E02000000001,001,300
DEPARTAMENTO DE POLICIA CHOCO,MEDIO BAUDO (PUERTO MELUK),ESTACION DE POLICIA MEDIO BAUDO (PUERTO MELUK),SUBESTACION DE POLICIA PUERTO ECHEVERY,DECHOMNVCCD02E02S01000001,001,3000000000
DEPARTAMENTO DE POLICIA CHOCO,MEDIO SAN JUAN (ANDAGOYA),ESTACION DE POLICIA MEDIO SAN JUAN (ANDAGOYA),ESTACION DE POLICIA MEDIO SAN JUAN (ANDAGOYA),DECHOMNVCCD02E05000000001,001,300
DEPARTAMENTO DE POLICIA CHOCO,MEDIO SAN JUAN (ANDAGOYA),ESTACION DE POLICIA MEDIO SAN JUAN (ANDAGOYA),SUBESTACION DE POLICIA BEBEDO,DECHOMNVCCD02E05S01000001,001,3000000000
DEPARTAMENTO DE POLICIA CHOCO,NOVITA,ESTACION DE POLICIA NOVITA,ESTACION DE POLICIA NOVITA,DECHOMNVCCD02E04000000001,001,300
DEPARTAMENTO DE POLICIA CHOCO,NUQUI,ESTACION DE POLICIA NUQUI,ESTACION DE POLICIA NUQUI,DECHOMNVCCD03E02000000001,001,300
DEPARTAMENTO DE POLICIA CHOCO,QUIBDO,ESTACION DE POLICIA QUIBDO,ESTACION DE POLICIA QUIBDO,DECHOMNVCCD01E01000000001,001,3502800516
DEPARTAMENTO DE POLICIA CHOCO,QUIBDO,ESTACION DE POLICIA QUIBDO,ESTACION DE POLICIA QUIBDO,DECHOMNVCCD01E01000000002,002,3502800517
DEPARTAMENTO DE POLICIA CHOCO,QUIBDO,ESTACION DE POLICIA QUIBDO,ESTACION DE POLICIA QUIBDO,DECHOMNVCCD01E01000000003,003,3502800518
DEPARTAMENTO DE POLICIA CHOCO,QUIBDO,ESTACION DE POLICIA QUIBDO,ESTACION DE POLICIA QUIBDO,DECHOMNVCCD01E01000000004,004,3502800519
DEPARTAMENTO DE POLICIA CHOCO,QUIBDO,ESTACION DE POLICIA QUIBDO,ESTACION DE POLICIA QUIBDO,DECHOMNVCCD01E01000000005,005,3502800520
DEPARTAMENTO DE POLICIA CHOCO,QUIBDO,ESTACION DE POLICIA QUIBDO,ESTACION DE POLICIA QUIBDO,DECHOMNVCCD01E01000000006,006,3502800521
DEPARTAMENTO DE POLICIA CHOCO,QUIBDO,ESTACION DE POLICIA QUIBDO,ESTACION DE POLICIA QUIBDO,DECHOMNVCCD01E01000000007,007,3502800522
DEPARTAMENTO DE POLICIA CHOCO,QUIBDO,ESTACION DE POLICIA QUIBDO,ESTACION DE POLICIA QUIBDO,DECHOMNVCCD01E01000000008,008,3502800523
DEPARTAMENTO DE POLICIA CHOCO,QUIBDO,ESTACION DE POLICIA QUIBDO,ESTACION DE POLICIA QUIBDO,DECHOMNVCCD01E01000000009,009,3502800524
DEPARTAMENTO DE POLICIA CHOCO,QUIBDO,ESTACION DE POLICIA QUIBDO,ESTACION DE POLICIA QUIBDO,DECHOMNVCCD01E01000000010,010,3502800525
DEPARTAMENTO DE POLICIA CHOCO,QUIBDO,ESTACION DE POLICIA QUIBDO,ESTACION DE POLICIA QUIBDO,DECHOMNVCCD01E01000000011,011,3502800526
DEPARTAMENTO DE POLICIA CHOCO,QUIBDO,ESTACION DE POLICIA QUIBDO,ESTACION DE POLICIA QUIBDO,DECHOMNVCCD01E01000000013,013,3502800528
DEPARTAMENTO DE POLICIA CHOCO,QUIBDO,ESTACION DE POLICIA QUIBDO,ESTACION DE POLICIA QUIBDO,DECHOMNVCCD01E01000000014,014,3502800529
DEPARTAMENTO DE POLICIA CHOCO,QUIBDO,ESTACION DE POLICIA QUIBDO,ESTACION DE POLICIA QUIBDO,DECHOMNVCCD01E01000000016,016,3000000000
DEPARTAMENTO DE POLICIA CHOCO,QUIBDO,ESTACION DE POLICIA QUIBDO,SUBESTACION DE POLICIA TUTUNENDO,DECHOMNVCCD01E01S01000001,001,3000000000
DEPARTAMENTO DE POLICIA CHOCO,RIO IRO (SANTA RITA),ESTACION DE POLICIA RIO IRO (SANTA RITA),ESTACION DE POLICIA RIO IRO (SANTA RITA),DECHOMNVCCD02E07000000001,001,300
DEPARTAMENTO DE POLICIA CHOCO,RIO QUITO (PAIMADO),ESTACION DE POLICIA RIO QUITO (PAIMADO),ESTACION DE POLICIA RIO QUITO (PAIMADO),DECHOMNVCCD01E08000000001,001,300
DEPARTAMENTO DE POLICIA CHOCO,SIPI,ESTACION DE POLICIA SIPI,ESTACION DE POLICIA SIPI,DECHOMNVCCD02E06000000001,001,300
DEPARTAMENTO DE POLICIA CHOCO,TADO,ESTACION DE POLICIA TADO,ESTACION DE POLICIA TADO,DECHOMNVCCD04E01000000001,001,300
DEPARTAMENTO DE POLICIA CHOCO,TADO,ESTACION DE POLICIA TADO,SUBESTACION DE POLICIA GUARATO,DECHOMNVCCD04E01S01000001,001,3000000000
DEPARTAMENTO DE POLICIA CHOCO,UNION PANAMERICANA (ANIMAS),ESTACION DE POLICIA UNION PANAMERICANA (ANIMAS),ESTACION DE POLICIA UNION PANAMERICANA (ANIMAS),DECHOMNVCCD04E02000000001,001,300
DEPARTAMENTO DE POLICIA CHOCO,UNION PANAMERICANA (ANIMAS),ESTACION DE POLICIA UNION PANAMERICANA (ANIMAS),SUBESTACION DE POLICIA EL DOS,DECHOMNVCCD04E02S02000001,001,3000000000
DEPARTAMENTO DE POLICIA CHOCO,VIGIA DEL FUERTE,ESTACION DE POLICIA VIGIA DEL FUERTE,ESTACION DE POLICIA VIGIA DEL FUERTE,DECHOMNVCCD01E05000000001,001,300
DEPARTAMENTO DE POLICIA CORDOBA,AYAPEL,ESTACION DE POLICIA AYAPEL,ESTACION DE POLICIA AYAPEL,DECORMNVCCD05E03000000001,001,3145285690
DEPARTAMENTO DE POLICIA CORDOBA,BUENAVISTA,ESTACION DE POLICIA BUENAVISTA,ESTACION DE POLICIA BUENAVISTA,DECORMNVCCD03E03000000001,001,3215048585
DEPARTAMENTO DE POLICIA CORDOBA,CANALETE,ESTACION DE POLICIA CANALETE,ESTACION DE POLICIA CANALETE,DECORMNVCCD01E10000000001,001,3225942577
DEPARTAMENTO DE POLICIA CORDOBA,CHIMA,ESTACION DE POLICIA CHIMA,ESTACION DE POLICIA CHIMA,DECORMNVCCD02E03000000001,001,3135928225
DEPARTAMENTO DE POLICIA CORDOBA,CHINU,ESTACION DE POLICIA CHINU,ESTACION DE POLICIA CHINU,DECORMNVCCD02E02000000001,001,3045952440
DEPARTAMENTO DE POLICIA CORDOBA,COTORRA,ESTACION DE POLICIA COTORRA,ESTACION DE POLICIA COTORRA,DECORMNVCCD01E07000000001,001,3106449040
DEPARTAMENTO DE POLICIA CORDOBA,LA APARTADA,ESTACION DE POLICIA LA APARTADA,ESTACION DE POLICIA LA APARTADA,DECORMNVCCD05E05000000001,001,3045951416
DEPARTAMENTO DE POLICIA CORDOBA,LORICA,ESTACION DE POLICIA LORICA,ESTACION DE POLICIA LORICA,DECORMNVCCD01E01000000001,001,3107295893
