DEPARTAMENTO,CIUDAD/MUNICIPIO,UNIDAD,TIPO UNIDAD,CODIGO_CUADRANTE,CUADRANTE,NUMERO_CELULAR_CUADRANTE
METROPOLITANA DE  BOGOTA,SAN CRISTOBAL,ESTACION DE POLICIA SAN CRISTOBAL,CAI RAMAJAL,MEBOGMNVCCC02E04C08000028,028,3002021923
METROPOLITANA DE  BOGOTA,SAN CRISTOBAL,ESTACION DE POLICIA SAN CRISTOBAL,CAI RAMAJAL,MEBOGMNVCCC02E04C08000029,029,3002014479
METROPOLITANA DE  BOGOTA,SAN CRISTOBAL,ESTACION DE POLICIA SAN CRISTOBAL,CAI RAMAJAL,MEBOGMNVCCC02E04C08000030,030,3002022628
METROPOLITANA DE  BOGOTA,SAN CRISTOBAL,ESTACION DE POLICIA SAN CRISTOBAL,CAI RAMAJAL,MEBOGMNVCCC02E04C08000062,062,3013460314
METROPOLITANA DE  BOGOTA,SAN CRISTOBAL,ESTACION DE POLICIA SAN CRISTOBAL,CAI RAMAJAL,MEBOGMNVCCC02E04C08000063,063,3013460313
METROPOLITANA DE  BOGOTA,SAN CRISTOBAL,ESTACION DE POLICIA SAN CRISTOBAL,CAI RAMAJAL,MEBOGMNVCCC02E04C08000064,064,3013460311
METROPOLITANA DE  BOGOTA,SAN CRISTOBAL,ESTACION DE POLICIA SAN CRISTOBAL,CAI VEINTE DE JULIO,MEBOGMNVCCC02E04C09000001,001,3008083689
METROPOLITANA DE  BOGOTA,SAN CRISTOBAL,ESTACION DE POLICIA SAN CRISTOBAL,CAI VEINTE DE JULIO,MEBOGMNVCCC02E04C09000002,002,3007925510
METROPOLITANA DE  BOGOTA,SAN CRISTOBAL,ESTACION DE POLICIA SAN CRISTOBAL,CAI VEINTE DE JULIO,MEBOGMNVCCC02E04C09000003,003,3007925922
METROPOLITANA DE  BOGOTA,SAN CRISTOBAL,ESTACION DE POLICIA SAN CRISTOBAL,CAI VEINTE DE JULIO,MEBOGMNVCCC02E04C09000004,004,3002029366
METROPOLITANA DE  BOGOTA,SAN CRISTOBAL,ESTACION DE POLICIA SAN CRISTOBAL,CAI VEINTE DE JULIO,MEBOGMNVCCC02E04C09000005,005,3002001228
METROPOLITANA DE  BOGOTA,SAN CRISTOBAL,ESTACION DE POLICIA SAN CRISTOBAL,CAI VEINTE DE JULIO,MEBOGMNVCCC02E04C09000006,006,3002009447
METROPOLITANA DE  BOGOTA,SAN CRISTOBAL,ESTACION DE POLICIA SAN CRISTOBAL,CAI VEINTE DE JULIO,MEBOGMNVCCC02E04C09000043,043,3002022125
METROPOLITANA DE  BOGOTA,SAN CRISTOBAL,ESTACION DE POLICIA SAN CRISTOBAL,CAI VEINTE DE JULIO,MEBOGMNVCCC02E04C09000045,045,3013460357
METROPOLITANA DE  BOGOTA,SAN CRISTOBAL,ESTACION DE POLICIA SAN CRISTOBAL,CAI VEINTE DE JULIO,MEBOGMNVCCC02E04C09000046,046,3013460354
METROPOLITANA DE  BOGOTA,SAN CRISTOBAL,ESTACION DE POLICIA SAN CRISTOBAL,CAI VEINTE DE JULIO,MEBOGMNVCCC02E04C09000047,047,3013460353
METROPOLITANA DE  BOGOTA,SAN CRISTOBAL,ESTACION DE POLICIA SAN CRISTOBAL,CAI VEINTE DE JULIO,MEBOGMNVCCC02E04C09000048,048,3013460350
METROPOLITANA DE  BOGOTA,SAN CRISTOBAL,ESTACION DE POLICIA SAN CRISTOBAL,CAI VEINTE DE JULIO,MEBOGMNVCCC02E04C09000049,049,3013460349
METROPOLITANA DE  BOGOTA,SAN CRISTOBAL,ESTACION DE POLICIA SAN CRISTOBAL,CAI VEINTE DE JULIO,MEBOGMNVCCC02E04C09000050,050,3013460347
METROPOLITANA DE  BOGOTA,SAN CRISTOBAL,ESTACION DE POLICIA SAN CRISTOBAL,CAI VEINTE DE JULIO,MEBOGMNVCCC02E04C09000051,051,3013460346
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI COLSEGUROS,MEBOGMNVCCC04E03C01000006,006,3017537217
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI COLSEGUROS,MEBOGMNVCCC04E03C01000007,007,3017563718
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI COLSEGUROS,MEBOGMNVCCC04E03C01000008,008,3008005615
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI COLSEGUROS,MEBOGMNVCCC04E03C01000009,009,3008090958
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI COLSEGUROS,MEBOGMNVCCC04E03C01000042,042,3002030787
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI COLSEGUROS,MEBOGMNVCCC04E03C01000045,045,3013460681
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI COLSEGUROS,MEBOGMNVCCC04E03C01000052,052,3013460668
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI DORADO,MEBOGMNVCCC04E03C02000035,035,3008098625
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI DORADO,MEBOGMNVCCC04E03C02000036,036,3017566189
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI GIRARDOT,MEBOGMNVCCC04E03C03000029,029,3008094175
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI GIRARDOT,MEBOGMNVCCC04E03C03000030,030,3017537128
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI GIRARDOT,MEBOGMNVCCC04E03C03000031,031,3002029440
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI GIRARDOT,MEBOGMNVCCC04E03C03000051,051,3013460672
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI GUAVIO,MEBOGMNVCCC04E03C04000032,032,3002028405
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI GUAVIO,MEBOGMNVCCC04E03C04000033,033,3002007838
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI GUAVIO,MEBOGMNVCCC04E03C04000034,034,3002013902
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI CRUCES,MEBOGMNVCCC04E03C05000025,025,3008085074
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI CRUCES,MEBOGMNVCCC04E03C05000026,026,3017537547
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI CRUCES,MEBOGMNVCCC04E03C05000027,027,3017572169
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI CRUCES,MEBOGMNVCCC04E03C05000028,028,3008094958
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI CRUCES,MEBOGMNVCCC04E03C05000043,043,3017576061
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI LOS LACHES,MEBOGMNVCCC04E03C06000037,037,3017568563
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI LOS LACHES,MEBOGMNVCCC04E03C06000038,038,3017534964
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI LOS LACHES,MEBOGMNVCCC04E03C06000039,039,3008003856
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI MIRADOR,MEBOGMNVCCC04E03C07000017,017,3017562894
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI MIRADOR,MEBOGMNVCCC04E03C07000040,040,3017562757
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI MONSERRATE,MEBOGMNVCCC04E03C08000023,023,3017537572
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI MONSERRATE,MEBOGMNVCCC04E03C08000024,024,3017534456
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI SAN DIEGO,MEBOGMNVCCC04E03C09000014,014,3017532915
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI SAN DIEGO,MEBOGMNVCCC04E03C09000015,015,3017537597
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI SAN DIEGO,MEBOGMNVCCC04E03C09000016,016,3017555845
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI SAN DIEGO,MEBOGMNVCCC04E03C09000047,047,3013460660
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI SAN DIEGO,MEBOGMNVCCC04E03C09000048,048,3013460677
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI SAN DIEGO,MEBOGMNVCCC04E03C09000049,049,3013460676
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI SAN VICTORINO,MEBOGMNVCCC04E03C10000001,001,3017537326
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI SAN VICTORINO,MEBOGMNVCCC04E03C10000002,002,3002014555
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI SAN VICTORINO,MEBOGMNVCCC04E03C10000003,003,3002027245
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI SAN VICTORINO,MEBOGMNVCCC04E03C10000004,004,3007923456
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI SAN VICTORINO,MEBOGMNVCCC04E03C10000005,005,3002024114
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI SAN VICTORINO,MEBOGMNVCCC04E03C10000041,041,3017602066
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI SAN VICTORINO,MEBOGMNVCCC04E03C10000044,044,3013460685
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI TELECOM,MEBOGMNVCCC04E03C11000010,010,3007924022
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI TELECOM,MEBOGMNVCCC04E03C11000011,011,3002030058
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI TELECOM,MEBOGMNVCCC04E03C11000012,012,3002004862
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI TELECOM,MEBOGMNVCCC04E03C11000013,013,3007923761
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI TELECOM,MEBOGMNVCCC04E03C11000046,046,3013460678
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI TORRES BLANCAS,MEBOGMNVCCC04E03C12000018,018,3008006257
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI TORRES BLANCAS,MEBOGMNVCCC04E03C12000019,019,3017577786
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI TORRES BLANCAS,MEBOGMNVCCC04E03C12000020,020,3017560352
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI TORRES BLANCAS,MEBOGMNVCCC04E03C12000021,021,3002012481
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI TORRES BLANCAS,MEBOGMNVCCC04E03C12000022,022,3017562365
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI TORRES BLANCAS,MEBOGMNVCCC04E03C12000050,050,3013460675
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI TORRES BLANCAS,MEBOGMNVCCC04E03C12000053,053,3013460667
METROPOLITANA DE  BOGOTA,SANTA FE,ESTACION DE POLICIA SANTA FE,CAI TORRES BLANCAS,MEBOGMNVCCC04E03C12000054,054,3013460664
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI ANDES,MEBOGMNVCCC01E11C01000005,005,3002006547
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI ANDES,MEBOGMNVCCC01E11C01000006,006,3008095457
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI ANDES,MEBOGMNVCCC01E11C01000007,007,3017555550
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI ANDES,MEBOGMNVCCC01E11C01000008,008,3002013184
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI ANDES,MEBOGMNVCCC01E11C01000086,086,3013460884
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI ANDES,MEBOGMNVCCC01E11C01000105,105,3013460920
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI AURES,MEBOGMNVCCC01E11C02000009,009,3002008357
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI AURES,MEBOGMNVCCC01E11C02000010,010,3008082914
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI AURES,MEBOGMNVCCC01E11C02000011,011,3002029398
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI AURES,MEBOGMNVCCC01E11C02000012,012,3002011565
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI AURES,MEBOGMNVCCC01E11C02000013,013,3017555070
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI AURES,MEBOGMNVCCC01E11C02000068,068,3008023115
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI AURES,MEBOGMNVCCC01E11C02000069,069,3017603523
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI AURES,MEBOGMNVCCC01E11C02000089,089,3013460951
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI AURES,MEBOGMNVCCC01E11C02000090,090,3013460919
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI AURES,MEBOGMNVCCC01E11C02000120,120,3508030009
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI COLINA CAMPESTRE,MEBOGMNVCCC01E11C03000014,014,3008094733
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI COLINA CAMPESTRE,MEBOGMNVCCC01E11C03000015,015,3002012944
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI COLINA CAMPESTRE,MEBOGMNVCCC01E11C03000016,016,3002005460
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI COLINA CAMPESTRE,MEBOGMNVCCC01E11C03000017,017,3008098099
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI COLINA CAMPESTRE,MEBOGMNVCCC01E11C03000018,018,3002011394
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI COLINA CAMPESTRE,MEBOGMNVCCC01E11C03000073,073,3007458874
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI COLINA CAMPESTRE,MEBOGMNVCCC01E11C03000084,084,3013460835
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI COLINA CAMPESTRE,MEBOGMNVCCC01E11C03000085,085,3013460874
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI COLINA CAMPESTRE,MEBOGMNVCCC01E11C03000107,107,3013460832
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI COLINA CAMPESTRE,MEBOGMNVCCC01E11C03000108,108,3013460857
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI EL PINAR,MEBOGMNVCCC01E11C04000044,044,3008083774
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI EL PINAR,MEBOGMNVCCC01E11C04000045,045,3008006386
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI EL PINAR,MEBOGMNVCCC01E11C04000046,046,3002027382
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI EL PINAR,MEBOGMNVCCC01E11C04000047,047,3008095051
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI EL PINAR,MEBOGMNVCCC01E11C04000048,048,3002016335
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI EL PINAR,MEBOGMNVCCC01E11C04000076,076,3007458901
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI EL PINAR,MEBOGMNVCCC01E11C04000088,088,3013460872
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI EL PINAR,MEBOGMNVCCC01E11C04000110,110,3013460868
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI EL PINAR,MEBOGMNVCCC01E11C04000114,114,3508030039
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI EL PINAR,MEBOGMNVCCC01E11C04000115,115,3508030004
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI FONTANAR,MEBOGMNVCCC01E11C05000019,019,3002015205
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI FONTANAR,MEBOGMNVCCC01E11C05000020,020,3017568949
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI FONTANAR,MEBOGMNVCCC01E11C05000021,021,3002021020
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI FONTANAR,MEBOGMNVCCC01E11C05000022,022,3008093143
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI FONTANAR,MEBOGMNVCCC01E11C05000023,023,3017563733
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI FONTANAR,MEBOGMNVCCC01E11C05000074,074,3007458890
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI FONTANAR,MEBOGMNVCCC01E11C05000094,094,3013460880
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI FONTANAR,MEBOGMNVCCC01E11C05000095,095,3013460861
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI FONTANAR,MEBOGMNVCCC01E11C05000096,096,3013460862
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI FONTANAR,MEBOGMNVCCC01E11C05000098,098,3013460965
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI FONTANAR,MEBOGMNVCCC01E11C05000121,121,3508030010
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI LA GAITANA,MEBOGMNVCCC01E11C06000024,024,3007924697
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI LA GAITANA,MEBOGMNVCCC01E11C06000025,025,3008087510
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI LA GAITANA,MEBOGMNVCCC01E11C06000026,026,3007924531
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI LA GAITANA,MEBOGMNVCCC01E11C06000027,027,3007924347
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI LA GAITANA,MEBOGMNVCCC01E11C06000028,028,3002003481
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI LA GAITANA,MEBOGMNVCCC01E11C06000029,029,3007924635
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI LA GAITANA,MEBOGMNVCCC01E11C06000030,030,3008096363
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI LA GAITANA,MEBOGMNVCCC01E11C06000031,031,3002027778
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI LA GAITANA,MEBOGMNVCCC01E11C06000032,032,3008053983
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI LA GAITANA,MEBOGMNVCCC01E11C06000033,033,3017562579
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI LA GAITANA,MEBOGMNVCCC01E11C06000034,034,3002000522
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI LA GAITANA,MEBOGMNVCCC01E11C06000035,035,3007929800
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI LA GAITANA,MEBOGMNVCCC01E11C06000070,070,3017606901
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI LA GAITANA,MEBOGMNVCCC01E11C06000075,075,3007458884
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI LA GAITANA,MEBOGMNVCCC01E11C06000091,091,3013460982
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI LA GAITANA,MEBOGMNVCCC01E11C06000092,092,3013460916
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI LA GAITANA,MEBOGMNVCCC01E11C06000093,093,3013460836
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI LA GAITANA,MEBOGMNVCCC01E11C06000097,097,3013460814
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI LA GAITANA,MEBOGMNVCCC01E11C06000116,116,3508030005
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI LA GAITANA,MEBOGMNVCCC01E11C06000117,117,3508030006
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI LA GAITANA,MEBOGMNVCCC01E11C06000118,118,3508030007
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI LA GAITANA,MEBOGMNVCCC01E11C06000119,119,3508030008
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI LA ALHAMBRA,MEBOGMNVCCC01E11C07000001,001,3008091356
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI LA ALHAMBRA,MEBOGMNVCCC01E11C07000002,002,3002030057
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI LA ALHAMBRA,MEBOGMNVCCC01E11C07000003,003,3017533809
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI LA ALHAMBRA,MEBOGMNVCCC01E11C07000004,004,3008098984
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI LA ALHAMBRA,MEBOGMNVCCC01E11C07000078,078,3013460851
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI LA ALHAMBRA,MEBOGMNVCCC01E11C07000079,079,3013460992
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI LA ALHAMBRA,MEBOGMNVCCC01E11C07000080,080,3013460908
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI LA ALHAMBRA,MEBOGMNVCCC01E11C07000112,112,3508030037
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI GUAYMARAL,MEBOGMNVCCC01E11C08000036,036,3002009444
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI GUAYMARAL,MEBOGMNVCCC01E11C08000037,037,3002013127
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI GUAYMARAL,MEBOGMNVCCC01E11C08000038,038,3008627397
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI GUAYMARAL,MEBOGMNVCCC01E11C08000087,087,3013460888
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI MAZUREN,MEBOGMNVCCC01E11C09000039,039,3008099003
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI MAZUREN,MEBOGMNVCCC01E11C09000040,040,3008058671
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI MAZUREN,MEBOGMNVCCC01E11C09000041,041,3017537969
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI MAZUREN,MEBOGMNVCCC01E11C09000042,042,3002007904
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI MAZUREN,MEBOGMNVCCC01E11C09000043,043,3008097944
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI MAZUREN,MEBOGMNVCCC01E11C09000109,109,3013460961
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI EL RINCON,MEBOGMNVCCC01E11C10000049,049,3008057233
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI EL RINCON,MEBOGMNVCCC01E11C10000050,050,3002019472
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI EL RINCON,MEBOGMNVCCC01E11C10000051,051,3017534293
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI EL RINCON,MEBOGMNVCCC01E11C10000052,052,3008051435
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI EL RINCON,MEBOGMNVCCC01E11C10000053,053,3002000614
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI EL RINCON,MEBOGMNVCCC01E11C10000054,054,3017534739
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI EL RINCON,MEBOGMNVCCC01E11C10000055,055,3008006956
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI EL RINCON,MEBOGMNVCCC01E11C10000056,056,3002015346
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI EL RINCON,MEBOGMNVCCC01E11C10000072,072,3002020783
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI EL RINCON,MEBOGMNVCCC01E11C10000077,077,3007494998
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI EL RINCON,MEBOGMNVCCC01E11C10000099,099,3013460950
METROPOLITANA DE  BOGOTA,SUBA,ESTACION DE POLICIA SUBA,CAI EL RINCON,MEBOGMNVCCC01E11C10000100,100,3013460882
