FECHA HECHO,COD_DEPTO,DEPARTAMENTO,COD_MUNI,MUNICIPIO,TIPO DELITO,CANTIDAD
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,44,LA GUAJIRA,44855,URUMITA,SECUESTRO EXTORSIVO,1
30/05/1999,25,CUNDINAMARCA,25841,UBAQUE,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
30/05/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
31/05/1999,68,SANTANDER,68001,BUCARAMANGA,SECUESTRO EXTORSIVO,1
31/05/1999,73,TOLIMA,73043,ANZOATEGUI,SECUESTRO EXTORSIVO,1
01/06/1999,08,ATLANTICO,08001,BARRANQUILLA,SECUESTRO EXTORSIVO,1
01/06/1999,20,CESAR,20001,VALLEDUPAR,SECUESTRO EXTORSIVO,1
01/06/1999,05,ANTIOQUIA,05364,JARDIN,SECUESTRO SIMPLE,1
01/06/1999,15,BOYACA,15367,JENESANO,SECUESTRO SIMPLE,1
02/06/1999,73,TOLIMA,73152,CASABIANCA,SECUESTRO EXTORSIVO,1
02/06/1999,05,ANTIOQUIA,05031,AMALFI,SECUESTRO SIMPLE,1
02/06/1999,05,ANTIOQUIA,05031,AMALFI,SECUESTRO SIMPLE,1
02/06/1999,05,ANTIOQUIA,05001,MEDELLIN,SECUESTRO EXTORSIVO,1
02/06/1999,25,CUNDINAMARCA,25386,LA MESA,SECUESTRO EXTORSIVO,1
02/06/1999,05,ANTIOQUIA,05615,RIONEGRO,SECUESTRO EXTORSIVO,1
02/06/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
02/06/1999,05,ANTIOQUIA,05031,AMALFI,SECUESTRO SIMPLE,1
02/06/1999,05,ANTIOQUIA,05031,AMALFI,SECUESTRO EXTORSIVO,1
03/06/1999,73,TOLIMA,73349,HONDA,SECUESTRO EXTORSIVO,1
03/06/1999,17,CALDAS,17653,SALAMINA,SECUESTRO EXTORSIVO,1
03/06/1999,17,CALDAS,17662,SAMANA,SECUESTRO EXTORSIVO,1
03/06/1999,18,CAQUETA,18592,PUERTO RICO,SECUESTRO EXTORSIVO,1
03/06/1999,18,CAQUETA,18592,PUERTO RICO,SECUESTRO SIMPLE,1
03/06/1999,18,CAQUETA,18592,PUERTO RICO,SECUESTRO EXTORSIVO,1
03/06/1999,17,CALDAS,17653,SALAMINA,SECUESTRO EXTORSIVO,1
03/06/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
03/06/1999,54,NORTE DE SANTANDER,54001,CUCUTA,SECUESTRO EXTORSIVO,1
03/06/1999,54,NORTE DE SANTANDER,54001,CUCUTA,SECUESTRO SIMPLE,1
03/06/1999,54,NORTE DE SANTANDER,54001,CUCUTA,SECUESTRO SIMPLE,1
04/06/1999,85,CASANARE,85001,YOPAL,SECUESTRO EXTORSIVO,1
05/06/1999,15,BOYACA,15759,SOGAMOSO,SECUESTRO SIMPLE,1
05/06/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
05/06/1999,76,VALLE DEL CAUCA,76109,BUENAVENTURA,SECUESTRO EXTORSIVO,1
05/06/1999,50,META,50006,ACACIAS,SECUESTRO EXTORSIVO,1
05/06/1999,05,ANTIOQUIA,05656,SAN JERONIMO,SECUESTRO EXTORSIVO,1
05/06/1999,05,ANTIOQUIA,05664,SAN PEDRO,SECUESTRO EXTORSIVO,1
06/06/1999,47,MAGDALENA,47189,CIENAGA,SECUESTRO EXTORSIVO,1
06/06/1999,47,MAGDALENA,47189,CIENAGA,SECUESTRO EXTORSIVO,1
06/06/1999,47,MAGDALENA,47189,CIENAGA,SECUESTRO EXTORSIVO,1
06/06/1999,47,MAGDALENA,47189,CIENAGA,SECUESTRO SIMPLE,1
06/06/1999,47,MAGDALENA,47189,CIENAGA,SECUESTRO EXTORSIVO,1
06/06/1999,47,MAGDALENA,47189,CIENAGA,SECUESTRO EXTORSIVO,1
06/06/1999,47,MAGDALENA,47189,CIENAGA,SECUESTRO EXTORSIVO,1
06/06/1999,47,MAGDALENA,47189,CIENAGA,SECUESTRO EXTORSIVO,1
06/06/1999,47,MAGDALENA,47189,CIENAGA,SECUESTRO EXTORSIVO,1
06/06/1999,05,ANTIOQUIA,05686,SANTA ROSA DE OSOS,SECUESTRO EXTORSIVO,1
06/06/1999,25,CUNDINAMARCA,25001,AGUA DE DIOS,SECUESTRO EXTORSIVO,1
06/06/1999,25,CUNDINAMARCA,25001,AGUA DE DIOS,SECUESTRO EXTORSIVO,1
06/06/1999,41,HUILA,41001,NEIVA,SECUESTRO EXTORSIVO,1
06/06/1999,41,HUILA,41001,NEIVA,SECUESTRO EXTORSIVO,1
06/06/1999,05,ANTIOQUIA,05686,SANTA ROSA DE OSOS,SECUESTRO EXTORSIVO,1
06/06/1999,18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,SECUESTRO EXTORSIVO,1
06/06/1999,52,NARIÑO,52356,IPIALES,SECUESTRO SIMPLE,1
07/06/1999,68,SANTANDER,68081,BARRANCABERMEJA,SECUESTRO EXTORSIVO,1
07/06/1999,68,SANTANDER,68001,BUCARAMANGA,SECUESTRO EXTORSIVO,1
07/06/1999,68,SANTANDER,68001,BUCARAMANGA,SECUESTRO EXTORSIVO,1
07/06/1999,05,ANTIOQUIA,05631,SABANETA,SECUESTRO EXTORSIVO,1
07/06/1999,86,PUTUMAYO,86320,ORITO,SECUESTRO EXTORSIVO,1
07/06/1999,86,PUTUMAYO,86320,ORITO,SECUESTRO EXTORSIVO,1
07/06/1999,86,PUTUMAYO,86320,ORITO,SECUESTRO EXTORSIVO,1
07/06/1999,05,ANTIOQUIA,05001,MEDELLIN,SECUESTRO EXTORSIVO,1
07/06/1999,15,BOYACA,15759,SOGAMOSO,SECUESTRO SIMPLE,1
07/06/1999,15,BOYACA,15759,SOGAMOSO,SECUESTRO SIMPLE,1
08/06/1999,63,QUINDIO,63470,MONTENEGRO,SECUESTRO EXTORSIVO,1
08/06/1999,18,CAQUETA,18610,SAN JOSE DEL FRAGUA,SECUESTRO EXTORSIVO,1
08/06/1999,05,ANTIOQUIA,05001,MEDELLIN,SECUESTRO EXTORSIVO,1
08/06/1999,11,BOGOTA D.C.,11001,BOGOTA D.C.,SECUESTRO SIMPLE,1
08/06/1999,05,ANTIOQUIA,05631,SABANETA,SECUESTRO EXTORSIVO,1
08/06/1999,25,CUNDINAMARCA,25491,NOCAIMA,SECUESTRO EXTORSIVO,1
09/06/1999,05,ANTIOQUIA,05847,URRAO,SECUESTRO EXTORSIVO,1
09/06/1999,05,ANTIOQUIA,05001,MEDELLIN,SECUESTRO EXTORSIVO,1
09/06/1999,05,ANTIOQUIA,05001,MEDELLIN,SECUESTRO SIMPLE,1
09/06/1999,05,ANTIOQUIA,05148,EL CARMEN DE VIBORAL,SECUESTRO EXTORSIVO,1
09/06/1999,70,SUCRE,70508,OVEJAS,SECUESTRO SIMPLE,1
09/06/1999,70,SUCRE,70508,OVEJAS,SECUESTRO EXTORSIVO,1
09/06/1999,70,SUCRE,70508,OVEJAS,SECUESTRO EXTORSIVO,1
09/06/1999,25,CUNDINAMARCA,25269,FACATATIVA,SECUESTRO EXTORSIVO,1
09/06/1999,70,SUCRE,70508,OVEJAS,SECUESTRO EXTORSIVO,1
09/06/1999,70,SUCRE,70508,OVEJAS,SECUESTRO EXTORSIVO,1
09/06/1999,41,HUILA,41801,TERUEL,SECUESTRO EXTORSIVO,1
09/06/1999,18,CAQUETA,18592,PUERTO RICO,SECUESTRO SIMPLE,1
09/06/1999,18,CAQUETA,18592,PUERTO RICO,SECUESTRO SIMPLE,1
09/06/1999,18,CAQUETA,18592,PUERTO RICO,SECUESTRO SIMPLE,1
10/06/1999,11,BOGOTA D.C.,11001,BOGOTA D.C.,SECUESTRO EXTORSIVO,1
10/06/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO SIMPLE,1
10/06/1999,11,BOGOTA D.C.,11001,BOGOTA D.C.,SECUESTRO EXTORSIVO,1
10/06/1999,11,BOGOTA D.C.,11001,BOGOTA D.C.,SECUESTRO EXTORSIVO,1
10/06/1999,11,BOGOTA D.C.,11001,BOGOTA D.C.,SECUESTRO SIMPLE,1
10/06/1999,50,META,50683,SAN JUAN DE ARAMA,SECUESTRO EXTORSIVO,1
10/06/1999,05,ANTIOQUIA,05660,SAN LUIS,SECUESTRO SIMPLE,1
10/06/1999,11,BOGOTA D.C.,11001,BOGOTA D.C.,SECUESTRO EXTORSIVO,1
10/06/1999,52,NARIÑO,52520,FRANCISCO PIZARRO,SECUESTRO EXTORSIVO,1
10/06/1999,73,TOLIMA,73555,PLANADAS,SECUESTRO SIMPLE,1
11/06/1999,47,MAGDALENA,47189,CIENAGA,SECUESTRO EXTORSIVO,1
11/06/1999,25,CUNDINAMARCA,25269,FACATATIVA,SECUESTRO EXTORSIVO,1
11/06/1999,70,SUCRE,70823,TOLU VIEJO,SECUESTRO EXTORSIVO,1
11/06/1999,70,SUCRE,70713,SAN ONOFRE,SECUESTRO EXTORSIVO,1
11/06/1999,70,SUCRE,70713,SAN ONOFRE,SECUESTRO EXTORSIVO,1
11/06/1999,20,CESAR,20228,CURUMANI,SECUESTRO EXTORSIVO,1
11/06/1999,05,ANTIOQUIA,05197,COCORNA,SECUESTRO EXTORSIVO,1
11/06/1999,05,ANTIOQUIA,05197,COCORNA,SECUESTRO EXTORSIVO,1
11/06/1999,11,BOGOTA D.C.,11001,BOGOTA D.C.,SECUESTRO EXTORSIVO,1
11/06/1999,86,PUTUMAYO,86320,ORITO,SECUESTRO EXTORSIVO,1
11/06/1999,86,PUTUMAYO,86320,ORITO,SECUESTRO EXTORSIVO,1
11/06/1999,86,PUTUMAYO,86320,ORITO,SECUESTRO EXTORSIVO,1
11/06/1999,25,CUNDINAMARCA,25290,FUSAGASUGA,SECUESTRO EXTORSIVO,1
11/06/1999,05,ANTIOQUIA,05038,ANGOSTURA,SECUESTRO SIMPLE,1
11/06/1999,85,CASANARE,85400,TAMARA,SECUESTRO EXTORSIVO,1
12/06/1999,85,CASANARE,85225,NUNCHIA,SECUESTRO EXTORSIVO,1
12/06/1999,85,CASANARE,85225,NUNCHIA,SECUESTRO EXTORSIVO,1
12/06/1999,85,CASANARE,85225,NUNCHIA,SECUESTRO EXTORSIVO,1
12/06/1999,85,CASANARE,85225,NUNCHIA,SECUESTRO EXTORSIVO,1
12/06/1999,85,CASANARE,85225,NUNCHIA,SECUESTRO EXTORSIVO,1
12/06/1999,85,CASANARE,85225,NUNCHIA,SECUESTRO EXTORSIVO,1
12/06/1999,85,CASANARE,85225,NUNCHIA,SECUESTRO EXTORSIVO,1
12/06/1999,85,CASANARE,85225,NUNCHIA,SECUESTRO EXTORSIVO,1
12/06/1999,85,CASANARE,85225,NUNCHIA,SECUESTRO EXTORSIVO,1
12/06/1999,85,CASANARE,85225,NUNCHIA,SECUESTRO EXTORSIVO,1
12/06/1999,85,CASANARE,85225,NUNCHIA,SECUESTRO EXTORSIVO,1
12/06/1999,85,CASANARE,85225,NUNCHIA,SECUESTRO EXTORSIVO,1
12/06/1999,85,CASANARE,85225,NUNCHIA,SECUESTRO EXTORSIVO,1
12/06/1999,85,CASANARE,85225,NUNCHIA,SECUESTRO EXTORSIVO,1
12/06/1999,85,CASANARE,85225,NUNCHIA,SECUESTRO EXTORSIVO,1
12/06/1999,85,CASANARE,85225,NUNCHIA,SECUESTRO EXTORSIVO,1
12/06/1999,85,CASANARE,85225,NUNCHIA,SECUESTRO EXTORSIVO,1
12/06/1999,54,NORTE DE SANTANDER,54518,PAMPLONA,SECUESTRO EXTORSIVO,1
12/06/1999,54,NORTE DE SANTANDER,54518,PAMPLONA,SECUESTRO EXTORSIVO,1
12/06/1999,68,SANTANDER,68432,MALAGA,SECUESTRO EXTORSIVO,1
12/06/1999,68,SANTANDER,68001,BUCARAMANGA,SECUESTRO SIMPLE,1
12/06/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
12/06/1999,54,NORTE DE SANTANDER,54518,PAMPLONA,SECUESTRO EXTORSIVO,1
12/06/1999,85,CASANARE,85225,NUNCHIA,SECUESTRO EXTORSIVO,1
12/06/1999,85,CASANARE,85225,NUNCHIA,SECUESTRO EXTORSIVO,1
12/06/1999,85,CASANARE,85225,NUNCHIA,SECUESTRO EXTORSIVO,1
12/06/1999,85,CASANARE,85001,YOPAL,SECUESTRO EXTORSIVO,1
12/06/1999,85,CASANARE,85225,NUNCHIA,SECUESTRO EXTORSIVO,1
13/06/1999,18,CAQUETA,18610,SAN JOSE DEL FRAGUA,SECUESTRO EXTORSIVO,1
13/06/1999,18,CAQUETA,18610,SAN JOSE DEL FRAGUA,SECUESTRO EXTORSIVO,1
13/06/1999,18,CAQUETA,18610,SAN JOSE DEL FRAGUA,SECUESTRO EXTORSIVO,1
13/06/1999,54,NORTE DE SANTANDER,54498,OCAÑA,SECUESTRO EXTORSIVO,1
13/06/1999,68,SANTANDER,68615,RIONEGRO,SECUESTRO EXTORSIVO,1
13/06/1999,68,SANTANDER,68615,RIONEGRO,SECUESTRO SIMPLE,1
13/06/1999,70,SUCRE,70823,TOLU VIEJO,SECUESTRO SIMPLE,1
14/06/1999,41,HUILA,41306,GIGANTE,SECUESTRO EXTORSIVO,1
14/06/1999,73,TOLIMA,73001,IBAGUE,SECUESTRO EXTORSIVO,1
14/06/1999,05,ANTIOQUIA,05250,EL BAGRE,SECUESTRO EXTORSIVO,1
14/06/1999,05,ANTIOQUIA,05250,EL BAGRE,SECUESTRO EXTORSIVO,1
14/06/1999,05,ANTIOQUIA,05250,EL BAGRE,SECUESTRO EXTORSIVO,1
14/06/1999,05,ANTIOQUIA,05079,BARBOSA,SECUESTRO EXTORSIVO,1
14/06/1999,05,ANTIOQUIA,05079,BARBOSA,SECUESTRO EXTORSIVO,1
14/06/1999,05,ANTIOQUIA,05790,TARAZA,SECUESTRO EXTORSIVO,1
14/06/1999,05,ANTIOQUIA,05361,ITUANGO,SECUESTRO EXTORSIVO,1
14/06/1999,18,CAQUETA,18205,CURILLO,SECUESTRO EXTORSIVO,1
14/06/1999,05,ANTIOQUIA,05001,MEDELLIN,SECUESTRO EXTORSIVO,1
15/06/1999,27,CHOCO,27001,QUIBDO,SECUESTRO EXTORSIVO,1
15/06/1999,41,HUILA,41396,LA PLATA,SECUESTRO EXTORSIVO,1
15/06/1999,17,CALDAS,17486,NEIRA,SECUESTRO EXTORSIVO,1
15/06/1999,25,CUNDINAMARCA,25592,QUEBRADANEGRA,SECUESTRO EXTORSIVO,1
15/06/1999,05,ANTIOQUIA,05873,VIGIA DEL FUERTE,SECUESTRO SIMPLE,1
15/06/1999,05,ANTIOQUIA,05873,VIGIA DEL FUERTE,SECUESTRO SIMPLE,1
16/06/1999,05,ANTIOQUIA,05250,EL BAGRE,SECUESTRO EXTORSIVO,1
16/06/1999,44,LA GUAJIRA,44001,RIOHACHA,SECUESTRO EXTORSIVO,1
16/06/1999,25,CUNDINAMARCA,25178,CHIPAQUE,SECUESTRO EXTORSIVO,1
16/06/1999,11,BOGOTA D.C.,11001,BOGOTA D.C.,SECUESTRO EXTORSIVO,1
17/06/1999,54,NORTE DE SANTANDER,54518,PAMPLONA,SECUESTRO EXTORSIVO,1
17/06/1999,54,NORTE DE SANTANDER,54518,PAMPLONA,SECUESTRO EXTORSIVO,1
17/06/1999,54,NORTE DE SANTANDER,54518,PAMPLONA,SECUESTRO EXTORSIVO,1
17/06/1999,13,BOLIVAR,13001,CARTAGENA,SECUESTRO SIMPLE,1
17/06/1999,19,CAUCA,19001,POPAYAN,SECUESTRO EXTORSIVO,1
17/06/1999,76,VALLE DEL CAUCA,76520,PALMIRA,SECUESTRO EXTORSIVO,1
17/06/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
17/06/1999,47,MAGDALENA,47189,CIENAGA,SECUESTRO EXTORSIVO,1
17/06/1999,70,SUCRE,70001,SINCELEJO,SECUESTRO EXTORSIVO,1
17/06/1999,50,META,50313,GRANADA,SECUESTRO EXTORSIVO,1
17/06/1999,70,SUCRE,70708,SAN MARCOS,SECUESTRO SIMPLE,1
17/06/1999,70,SUCRE,70708,SAN MARCOS,SECUESTRO EXTORSIVO,1
17/06/1999,25,CUNDINAMARCA,25001,AGUA DE DIOS,SECUESTRO EXTORSIVO,1
18/06/1999,41,HUILA,41518,PAICOL,SECUESTRO EXTORSIVO,1
18/06/1999,05,ANTIOQUIA,05873,VIGIA DEL FUERTE,SECUESTRO EXTORSIVO,1
18/06/1999,25,CUNDINAMARCA,25612,RICAURTE,SECUESTRO EXTORSIVO,1
18/06/1999,11,BOGOTA D.C.,11001,BOGOTA D.C.,SECUESTRO EXTORSIVO,1
18/06/1999,25,CUNDINAMARCA,25612,RICAURTE,SECUESTRO EXTORSIVO,1
18/06/1999,66,RISARALDA,66001,PEREIRA,SECUESTRO EXTORSIVO,1
18/06/1999,05,ANTIOQUIA,05615,RIONEGRO,SECUESTRO SIMPLE,1
18/06/1999,66,RISARALDA,66001,PEREIRA,SECUESTRO EXTORSIVO,1
19/06/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
19/06/1999,05,ANTIOQUIA,05674,SAN VICENTE,SECUESTRO EXTORSIVO,1
19/06/1999,20,CESAR,20001,VALLEDUPAR,SECUESTRO EXTORSIVO,1
19/06/1999,20,CESAR,20295,GAMARRA,SECUESTRO EXTORSIVO,1
19/06/1999,20,CESAR,20060,BOSCONIA,SECUESTRO EXTORSIVO,1
19/06/1999,54,NORTE DE SANTANDER,54518,PAMPLONA,SECUESTRO EXTORSIVO,1
20/06/1999,70,SUCRE,70508,OVEJAS,SECUESTRO EXTORSIVO,1
20/06/1999,70,SUCRE,70508,OVEJAS,SECUESTRO EXTORSIVO,1
20/06/1999,70,SUCRE,70508,OVEJAS,SECUESTRO EXTORSIVO,1
20/06/1999,70,SUCRE,70508,OVEJAS,SECUESTRO EXTORSIVO,1
20/06/1999,70,SUCRE,70508,OVEJAS,SECUESTRO EXTORSIVO,1
20/06/1999,70,SUCRE,70508,OVEJAS,SECUESTRO EXTORSIVO,1
20/06/1999,20,CESAR,20710,SAN ALBERTO,SECUESTRO EXTORSIVO,1
20/06/1999,70,SUCRE,70508,OVEJAS,SECUESTRO EXTORSIVO,1
20/06/1999,70,SUCRE,70508,OVEJAS,SECUESTRO EXTORSIVO,1
20/06/1999,63,QUINDIO,63001,ARMENIA,SECUESTRO EXTORSIVO,1
20/06/1999,70,SUCRE,70508,OVEJAS,SECUESTRO EXTORSIVO,1
20/06/1999,11,BOGOTA D.C.,11001,BOGOTA D.C.,SECUESTRO EXTORSIVO,1
20/06/1999,73,TOLIMA,73226,CUNDAY,SECUESTRO EXTORSIVO,1
20/06/1999,05,ANTIOQUIA,05001,MEDELLIN,SECUESTRO EXTORSIVO,1
20/06/1999,70,SUCRE,70508,OVEJAS,SECUESTRO EXTORSIVO,1
20/06/1999,70,SUCRE,70508,OVEJAS,SECUESTRO EXTORSIVO,1
21/06/1999,81,ARAUCA,81736,SARAVENA,SECUESTRO EXTORSIVO,1
21/06/1999,70,SUCRE,70508,OVEJAS,SECUESTRO EXTORSIVO,1
21/06/1999,70,SUCRE,70508,OVEJAS,SECUESTRO EXTORSIVO,1
21/06/1999,70,SUCRE,70508,OVEJAS,SECUESTRO EXTORSIVO,1
21/06/1999,13,BOLIVAR,13244,EL CARMEN DE BOLIVAR,SECUESTRO EXTORSIVO,1
22/06/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
22/06/1999,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
22/06/1999,19,CAUCA,19532,PATIA,SECUESTRO EXTORSIVO,1
22/06/1999,50,META,50680,SAN CARLOS DE GUAROA,SECUESTRO EXTORSIVO,1
22/06/1999,13,BOLIVAR,13654,SAN JACINTO,SECUESTRO EXTORSIVO,1
22/06/1999,23,CORDOBA,23580,PUERTO LIBERTADOR,SECUESTRO EXTORSIVO,1
23/06/1999,85,CASANARE,85010,AGUAZUL,SECUESTRO EXTORSIVO,1
23/06/1999,85,CASANARE,85010,AGUAZUL,SECUESTRO EXTORSIVO,1
23/06/1999,47,MAGDALENA,47245,EL BANCO,SECUESTRO EXTORSIVO,1
23/06/1999,50,META,50006,ACACIAS,SECUESTRO EXTORSIVO,1
23/06/1999,08,ATLANTICO,08001,BARRANQUILLA,SECUESTRO EXTORSIVO,1
23/06/1999,50,META,50313,GRANADA,SECUESTRO EXTORSIVO,1
23/06/1999,13,BOLIVAR,13744,SIMITI,SECUESTRO EXTORSIVO,1
23/06/1999,50,META,50001,VILLAVICENCIO,SECUESTRO EXTORSIVO,1
23/06/1999,50,META,50711,VISTAHERMOSA,SECUESTRO EXTORSIVO,1
24/06/1999,70,SUCRE,70717,SAN PEDRO,SECUESTRO EXTORSIVO,1
24/06/1999,70,SUCRE,70717,SAN PEDRO,SECUESTRO EXTORSIVO,1
24/06/1999,11,BOGOTA D.C.,11001,BOGOTA D.C.,SECUESTRO EXTORSIVO,1
24/06/1999,50,META,50006,ACACIAS,SECUESTRO SIMPLE,1
24/06/1999,54,NORTE DE SANTANDER,54001,CUCUTA,SECUESTRO EXTORSIVO,1
24/06/1999,05,ANTIOQUIA,05842,URAMITA,SECUESTRO SIMPLE,1
25/06/1999,54,NORTE DE SANTANDER,54001,CUCUTA,SECUESTRO EXTORSIVO,1
25/06/1999,54,NORTE DE SANTANDER,54498,OCAÑA,SECUESTRO EXTORSIVO,1
25/06/1999,54,NORTE DE SANTANDER,54498,OCAÑA,SECUESTRO EXTORSIVO,1
25/06/1999,85,CASANARE,85410,TAURAMENA,SECUESTRO EXTORSIVO,1
25/06/1999,18,CAQUETA,18001,FLORENCIA,SECUESTRO EXTORSIVO,1
26/06/1999,08,ATLANTICO,08001,BARRANQUILLA,SECUESTRO EXTORSIVO,1
26/06/1999,54,NORTE DE SANTANDER,54172,CHINACOTA,SECUESTRO EXTORSIVO,1
26/06/1999,05,ANTIOQUIA,05212,COPACABANA,SECUESTRO SIMPLE,1
26/06/1999,66,RISARALDA,66170,DOSQUEBRADAS,SECUESTRO EXTORSIVO,1
26/06/1999,19,CAUCA,19130,CAJIBIO,SECUESTRO EXTORSIVO,1
26/06/1999,05,ANTIOQUIA,05318,GUARNE,SECUESTRO EXTORSIVO,1
26/06/1999,23,CORDOBA,23001,MONTERIA,SECUESTRO EXTORSIVO,1
26/06/1999,05,ANTIOQUIA,05088,BELLO,SECUESTRO EXTORSIVO,1
26/06/1999,05,ANTIOQUIA,05042,SANTAFE DE ANTIOQUIA,SECUESTRO EXTORSIVO,1
